,user,time,tweet_text,lat,long,location,hashtags
1564,AndreaDurant16,Mon Nov 09 22:25:32 +0000 2020,"We hope you enjoy it! Check it out: https://t.co/hNDMEFMPfe. I selected all open-access options, which surprisingly didn’t drain Andrew’s grant (bank) account. Thank you to the wonderful editor and reviewers for their valuable suggestions and encouraging feedback.",,,"Toronto, ON",[]
1565,Bollisticbaby2,Mon Nov 09 22:24:57 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
1566,JBawalana,Mon Nov 09 22:16:12 +0000 2020,"RT @DavidHimbara: Rwanda’s $126 million World Bank loan for building 11,000 classrooms and 14,680 latrines will not revive the education se…",,,"Kampala, Uganda",[]
1567,ChrisKnightfilm,Mon Nov 09 22:16:00 +0000 2020,"Fox News cuts away from @PressSec @kayleighmcenany like a cop grabbing a bank robber: ""Not so fast!"" https://t.co/scdR6680Po",,,"Toronto, Canada",[]
1568,Hasmanean,Mon Nov 09 22:15:37 +0000 2020,"@RexChapman How much did they pay to rent the space? 
Did they use campaign funds? 

While you people are laughing at their clumsiness, maybe they're laughing all the way to the bank.",,,Toronto,[]
1569,FlyeKitesJay,Mon Nov 09 22:13:40 +0000 2020,"@NoveeKane @ExitLag It’s only $8, but the fact that I’m still getting charged for 2 months and now I will probably have to go to my bank to fix pisses me off.",,,"Toronto, Ontario",[]
1570,Nneeds2know,Mon Nov 09 22:12:25 +0000 2020,"RT @BayoAdedosu: I  went to my bank to do a Forex transaction....after vetting funds in the account and processing it, I was asked to take…",,,Heaven street! Achievement Ave,[]
1571,OmidMansour_,Mon Nov 09 22:11:30 +0000 2020,"@hwestonbull_hhh @Jmenard99 @sanaonline__ @DonaldJTrumpJr Trump does not need to disclose private business bank accounts that are non-functional for over 5 years as being ""transparent"". That's an extremely absurd sentiment.",,,"Oakville, Canada",[]
1572,KNeddie,Mon Nov 09 22:10:23 +0000 2020,"She wanted to appease the authorities and the bank executives.  Even saying the truth to herself made her want to call the police.
But no one was forcing her. 

She patted the blue duffel bag with one million dollar slung protectively over her shoulder. https://t.co/MAYYXr6Slo",,,"Buffalo, NY",[]
1573,KNeddie,Mon Nov 09 22:10:20 +0000 2020,"She would be happy to die a little sooner. 

Her bank earlier watched in horror as she asked for the million dollars in cash. Banks ask questions with large cash withdrawls to make sure someone isn't being taken advantage of. 

Lynn lied.",,,"Buffalo, NY",[]
1574,RoxanneReads,Mon Nov 09 22:05:46 +0000 2020,"RT @BookBankCanada: The Children's Book Bank's 2nd annual online auction is coming up! 

A FEW OF OUR FAVOURITE THINGS will launch on Novem…",,,"Toronto, Ontario, Canada",[]
1575,stratkingacctg,Mon Nov 09 22:05:33 +0000 2020,Bank of Canada plans to keep interest rate near zero until 2023 | CBC News https://t.co/g15eNJCGSg,,,"Richmond Hill, Ontario",[]
1576,ASeyiagara,Mon Nov 09 22:04:43 +0000 2020,"RT @BayoAdedosu: I  went to my bank to do a Forex transaction....after vetting funds in the account and processing it, I was asked to take…",,,,[]
1577,ledzep125,Mon Nov 09 22:04:17 +0000 2020,RT @MikeSchreiner: Thank you @HSoGuelph for hosting a virtual Diwali 2020 celebration. I miss joining you in person. I appreciate your fund…,,,"Peterborough, Ontario Canada",[]
1578,geoffreymorgan,Mon Nov 09 22:03:49 +0000 2020,RT @kevinorland: Toronto-Dominion Bank’s new climate plan includes rejecting work on Arctic oil and gas projects and moving to net-zero emi…,,,"Calgary, Alberta",[]
1579,stratkingadvice,Mon Nov 09 22:03:31 +0000 2020,Bank of Canada plans to keep interest rate near zero until 2023 | CBC News https://t.co/7kMNvSIVpw,,,"Richmond Hill,Ontario",[]
1580,stratkingmarktg,Mon Nov 09 22:01:50 +0000 2020,Bank of Canada plans to keep interest rate near zero until 2023 | CBC News https://t.co/Dfwy3SeQlN,,,"Richmond Hill, ON",[]
1581,uncommo74145335,Mon Nov 09 21:57:16 +0000 2020,"@Bret_Sears @TWilsonOttawa SNC + bribes from the Aga K, the WE/ME/US kickback scheme, the Trudeau Foundation (foundation😂🤣😂🤣😂🤣)cash for access, Pipline purchase, Faux Infrastructure Bank, huge untendered contracts to ex liberal MPs, the list gets longer daily...",,,"Toronto, Ontario",[]
1582,SonexStella,Mon Nov 09 21:55:43 +0000 2020,"@gptx @arthurmauk @oniontaker We’re all in different countries. That might be a huge factor. 

I’m getting 2% from my bank for savings but most of my money is invested already so it’s moot.",,,"Toronto, Canada",[]
1583,TOTweetFest,Mon Nov 09 21:53:03 +0000 2020,"Bank of Canada unveils shortlist of names under consideration for new $5 bill

https://t.co/D6tqqDLWcz https://t.co/eVI5GGj4k2",,,Toronto,[]
1584,G1_Babyx,Mon Nov 09 21:47:44 +0000 2020,@hk_gcb Bank or PayPal ?,,,"Toronto, Ontario",[]
1585,evvanbuc,Mon Nov 09 21:44:33 +0000 2020,Just bit the metaphorical bullet (by which I mean that my bank account is going to hate me) and bought 7 books from the @DukePress sale. Can't wait to get them and stare longingly until I actually have time to read them!,,,"Toronto, Ontario",[]
1586,mshelbwala,Mon Nov 09 21:41:44 +0000 2020,"RT @BayoAdedosu: I  went to my bank to do a Forex transaction....after vetting funds in the account and processing it, I was asked to take…",,,"Abuja, Nigeria",[]
1587,AndyCribb_TD,Mon Nov 09 21:40:30 +0000 2020,"RT @TeriCurrie_TD: Today, @TD_Canada announced the next phase in our ambitious Climate Action Plan. We have set a target to achieve net-zer…",,,"North Vancouver, British Columbia",[]
1588,Price_J_Matt,Mon Nov 09 21:36:41 +0000 2020,RT @ActionShift: #MEDIA: Statement from Shift on TD Bank announcing the exclusion of funding for oil and gas projects in the Arctic Nationa…,,,"Cowichan Valley, BC","[{'text': 'MEDIA', 'indices': [17, 23]}]"
1589,julienabboud,Mon Nov 09 21:35:51 +0000 2020,"RT @TeriCurrie_TD: Today, @TD_Canada announced the next phase in our ambitious Climate Action Plan. We have set a target to achieve net-zer…",,,Canada,[]
1590,Furniture_Bank,Mon Nov 09 21:30:00 +0000 2020,"Because we believe everyone deserves a second chance, everyone deserves to start anew 💚
#motivationmonday #furniturebank #furnitureremovaltoronto https://t.co/FkDlfPXKIQ",,,"Toronto, ON","[{'text': 'motivationmonday', 'indices': [88, 105]}, {'text': 'furniturebank', 'indices': [106, 120]}, {'text': 'furnitureremovaltoronto', 'indices': [121, 145]}]"
1591,Ms_Otas,Mon Nov 09 21:28:53 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Graceville🙏,[]
1592,SonexStella,Mon Nov 09 21:27:14 +0000 2020,"@oniontaker Yeah, it really depends on what sort of financial advice/support you had growing up. 

I’ve had to educate myself in recent years because I’ve never had any. 

My mom is still “let it sit in the bank and collect interest” and “let the accountant do my taxes”. 😬",,,"Toronto, Canada",[]
1593,PhilipOken,Mon Nov 09 21:26:37 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
1594,GalahadHoad,Mon Nov 09 21:25:30 +0000 2020,"@ToutSuiteSinner @ReallyAmerican1 2) I really don't think an Egyptian bank is going to let him slide on $425 million so he's fucked no matter which way he turns. You can't walk around owing both Egyptian banks and the IRS. That's only 1 reason he's so desperate to hold the office. He's doomed regardless 
🍁",,,"Hamilton, Ontario, Canada ",[]
1595,pattiboland3,Mon Nov 09 21:25:26 +0000 2020,@alfonslopeztena I get a coffee everyday and each day I see a food bank I pass get bigger and bigger!!,,,"Buffalo, NY",[]
1596,ActionShift,Mon Nov 09 21:23:07 +0000 2020,"#MEDIA: Statement from Shift on TD Bank announcing the exclusion of funding for oil and gas projects in the Arctic National Wildlife Refuge. ""This is like making a commitment to quit drinking, but only giving up Polar Ice vodka."" #cdnpoli #climaterisk https://t.co/FNtLMXjMLM",,,"Toronto, Ontario","[{'text': 'MEDIA', 'indices': [0, 6]}, {'text': 'cdnpoli', 'indices': [230, 238]}, {'text': 'climaterisk', 'indices': [239, 251]}]"
1597,FlyeKitesJay,Mon Nov 09 21:22:54 +0000 2020,@Daekub @flikk @FNCompetitive @ExitLag You'd think it would stop charging your cc :-/ But even after cancelling membership i have been getting charged. 2 months now idek what to do. I will probably hit up my bank and block them someway,,,"Toronto, Ontario",[]
1598,MistaTimi,Mon Nov 09 21:22:33 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Ogun, Nigeria",[]
1599,SajidAnjumOakv1,Mon Nov 09 21:22:18 +0000 2020,"@RBC @GoCanadaUnited @jembradshaw If I need any help from @ScotiabankHelps ,its resolved for sure.
Hwr #RBC has failed to address the issue. I was confirmed that the bank has upgraded its website look which attracted majority of customers.

If my account is in trouble,they can't fix it one. @TD_Canada @BMO @cibc",,,"Oakville, Ontario","[{'text': 'RBC', 'indices': [103, 107]}]"
1600,GalahadHoad,Mon Nov 09 21:19:50 +0000 2020,"@ToutSuiteSinner @ReallyAmerican1 1)Yep he alienated his allies &amp; got friendly with the enemies of the US.
1 place that may accept him is Saudi Arabia remember when he said nothing about the murder of Jamal Khashoggi, instead he buddied up to the Crown Prince. He personally owes $425 million to an Egyptian bank",,,"Hamilton, Ontario, Canada ",[]
1601,battousai1130,Mon Nov 09 21:19:06 +0000 2020,@Mad_Sci_PhD I swear to God if the Central Bank motherfuckers don't end QE soon I am gonna lose it :/,,,"Toronto, Ontario",[]
1602,BfloBizFirst,Mon Nov 09 21:15:03 +0000 2020,"The new Westminster Commons development on Buffalo's East Side will include an Evans Bank branch.

READ MORE: https://t.co/UEvxjnTtPr

#banking #finance #Buffalo #NewYork #WNY",,,"Buffalo, NY","[{'text': 'banking', 'indices': [135, 143]}, {'text': 'finance', 'indices': [144, 152]}, {'text': 'Buffalo', 'indices': [153, 161]}, {'text': 'NewYork', 'indices': [162, 170]}, {'text': 'WNY', 'indices': [171, 175]}]"
1603,jembradshaw,Mon Nov 09 21:14:41 +0000 2020,"Bank of Montreal is swapping its CFO, replacing long-time exec Tom Flynn with a successor from a U.S. rival. The bank’s CEO explains why:
#BMO https://t.co/tOdQxx99hi",,,Toronto,"[{'text': 'BMO', 'indices': [138, 142]}]"
1604,DGtrades11,Mon Nov 09 21:12:42 +0000 2020,RT @kevinorland: Toronto-Dominion Bank’s new climate plan includes rejecting work on Arctic oil and gas projects and moving to net-zero emi…,,,Nearby Toronto,[]
1605,kevinorland,Mon Nov 09 21:11:08 +0000 2020,Toronto-Dominion Bank’s new climate plan includes rejecting work on Arctic oil and gas projects and moving to net-zero emissions by 2050 https://t.co/IqBbXlUKMJ via @business,,,"Toronto, Ontario",[]
1606,MrAlexBethke,Mon Nov 09 21:10:44 +0000 2020,Ironically I later went out to get coins from the bank and had to go to three banks. Karma is a punk... https://t.co/ZB4Kg22z2M,,,"Toronto, Canada",[]
1607,TargetPrices,Mon Nov 09 21:08:25 +0000 2020,"$PBH.CA latest ratings on 2020-11-09 at Stock Target Advisor https://t.co/aY3oY3sa34 : National Bank Financial (Target Raised by), CIBC World Markets (Target Raised by)",,,"Toronto, Ontario",[]
1608,TargetPrices,Mon Nov 09 21:06:57 +0000 2020,"$H.CA latest ratings on 2020-11-09 at Stock Target Advisor https://t.co/SfXDMnwHY6 : RBC Capital (Target Raised by), National Bank Financial (Target Raised by), CIBC World Markets (Target Raised by)",,,"Toronto, Ontario",[]
1609,TargetPrices,Mon Nov 09 21:05:50 +0000 2020,"$BCI.CA latest ratings on 2020-11-09 at Stock Target Advisor https://t.co/69NzLHf3W5 : Cormark Securities (Target Raised by), National Bank Financial (Target Raised by)",,,"Toronto, Ontario",[]
1610,TargetPrices,Mon Nov 09 21:05:23 +0000 2020,"$HSY latest ratings on 2020-11-09 at Stock Target Advisor https://t.co/MVkq9wpvBY : Deutsche Bank (Target Raised by), Wells Fargo (Target Lowered by), Credit Suisse (Maintains), Morgan Stanley (Maintains)",,,"Toronto, Ontario",[]
1611,alejorey08,Mon Nov 09 21:04:37 +0000 2020,"RT @Cdn_Accountant: Ron Baker is back with ""Value-Based Pricing 2.0,"" a free webinar on November 12th at 2pm ET! ""The better your firm comp…",,,"Villavicencio, Colombia",[]
1612,TargetPrices,Mon Nov 09 21:04:31 +0000 2020,"$BLL latest ratings on 2020-11-09 at Stock Target Advisor https://t.co/83aPWcXNNu : Deutsche Bank (Target Raised by), RBC Capital (Target Raised by), Morgan Stanley (Target Raised by), Northland Capital (Target Raised by), Citigroup (Target Raised by)",,,"Toronto, Ontario",[]
1613,Cdn_Accountant,Mon Nov 09 21:03:27 +0000 2020,"Ron Baker is back with ""Value-Based Pricing 2.0,"" a free webinar on November 12th at 2pm ET! ""The better your firm comprehends the customer’s value drivers, the more likely you will be able to create maximum value ..."" https://t.co/IfYDlYwYdy @ronaldbaker @ReceiptBank https://t.co/hFd1T5BxKg",,,"Toronto, Ontario",[]
1614,GreenFlowFIN,Mon Nov 09 21:00:31 +0000 2020,"While the #BankofCanada is reinforced by its #QE program, it also announced that it is recalibrating the program. 

This will see the Bank shift purchases towards longer-term #bonds, which have more direct influence on the #borrowing #rates.

#mortgage 
https://t.co/262HElQqmQ https://t.co/7yvGnTcoiS",,,"Toronto, Ontario","[{'text': 'BankofCanada', 'indices': [10, 23]}, {'text': 'QE', 'indices': [45, 48]}, {'text': 'bonds', 'indices': [175, 181]}, {'text': 'borrowing', 'indices': [223, 233]}, {'text': 'rates', 'indices': [234, 240]}, {'text': 'mortgage', 'indices': [243, 252]}]"
1615,staylibusiness,Mon Nov 09 20:52:36 +0000 2020,Norway Central Bank Official Says ‘No Acute Need’ to Introduce a Digital Currency https://t.co/sxMUREumHe,,,"Toronto, Ontario",[]
1616,mjfischerII,Mon Nov 09 20:52:23 +0000 2020,"RT @WGR550: Coming up at 4PM, Former Bills Center Eric Wood @EWood70 joins Schopp &amp; Bulldog on Buffalo Bills Football Monday brought to you…",,,"Buffalo, NY",[]
1617,NHLSabresNews,Mon Nov 09 20:50:49 +0000 2020,"RT @WGR550: Coming up at 4PM, Former Bills Center Eric Wood @EWood70 joins Schopp &amp; Bulldog on Buffalo Bills Football Monday brought to you…",,,,[]
1618,mrbelli,Mon Nov 09 20:50:32 +0000 2020,@Cassandra_YEP @YEPeducation That’s a great lesson! She won’t need to go to the bank for her statements anymore!,,,"Vaughan, Ontario",[]
1619,WGR550,Mon Nov 09 20:50:00 +0000 2020,"Coming up at 4PM, Former Bills Center Eric Wood @EWood70 joins Schopp &amp; Bulldog on Buffalo Bills Football Monday brought to you by Northwest Bank @NWSB https://t.co/deyqJY8t1I",,,"Buffalo, NY",[]
1620,_joshyoung,Mon Nov 09 20:46:34 +0000 2020,@jaketapper @senatemajldr It's such a grift. He's just playing this up to get enough donation money to pay off his debts to Deutsche Bank.,,,Toronto,[]
1621,SadruddinSalman,Mon Nov 09 20:34:29 +0000 2020,"Isapo-muxika (Crowfoot), known for his judicious use of diplomacy and for being an advocate for peace between Indigenous nations and with settlers, made the short list for the next Canadian $5 bank note. See all eight #bankNOTEable candidates:  https://t.co/TMCuAVJw2f",,,Toronto,"[{'text': 'bankNOTEable', 'indices': [218, 231]}]"
1622,VolunteerTO,Mon Nov 09 20:30:29 +0000 2020,"Learn about the ways COVID-19 has changed the landscape of food banks and what it has meant to be a Food Bank volunteer during a pandemic. 

🍎Join @VolunteerMBC, Volunteer Markham and @VolunteerTO for a Facebook Live conversation on Nov. 12th from 6-7PM: https://t.co/OixNSvAwOr https://t.co/XvYKSDAmSM",,,"Toronto, Ontario",[]
1623,BishopBlack74,Mon Nov 09 20:20:15 +0000 2020,Bank of Canada releases short-list of who could be on next $5-dollar bill - via @680news https://t.co/dwBpPjIqfW,,,"Toronto, Ontario",[]
1624,TargetPrices,Mon Nov 09 20:11:13 +0000 2020,"$CAKE 
Upgraded by Deutsche Bank Hold » Buy USD 40
https://t.co/DXsJskVAsz",,,"Toronto, Ontario",[]
1625,jenLevesque_TD,Mon Nov 09 20:08:23 +0000 2020,"RT @TeriCurrie_TD: Today, @TD_Canada announced the next phase in our ambitious Climate Action Plan. We have set a target to achieve net-zer…",,,"Toronto, Ontario",[]
